epoch,lsl_ts,unix_ts,TP9,AF7,AF8,TP10,AUX
366677,366677.06296405,1701916828.0,-25.390625,-113.28125,94.7265625,39.0625,-257.32421875
366677,366677.0693406,1701916828.0,-43.9453125,-116.2109375,51.26953125,31.73828125,-241.2109375
366677,366677.07571715,1701916828.0,-58.10546875,-126.953125,12.6953125,20.5078125,-242.67578125
366677,366677.0820937,1701916828.0,-31.25,-114.74609375,1.953125,27.83203125,-200.1953125
366677,366677.08847025,1701916828.0,-15.13671875,-89.35546875,-3.90625,29.78515625,55.17578125
366677,366677.09484679997,1701916828.0,-43.45703125,-83.984375,-37.59765625,17.08984375,237.79296875
366677,366677.10122335,1701916828.0,-59.08203125,-83.49609375,-58.59375,13.671875,-103.02734375
366677,366677.1075999,1701916828.0,-35.15625,-82.03125,-64.453125,10.25390625,-125.0
366677,366677.11397645,1701916828.0,0.0,-76.66015625,-77.1484375,5.859375,77.63671875
366677,366677.120353,1701916828.0,7.32421875,-73.73046875,-84.9609375,5.859375,-35.64453125
366677,366677.12672955,1701916828.0,-8.7890625,-59.08203125,-90.8203125,-1.953125,-166.50390625
366677,366677.1331061,1701916828.0,-8.7890625,-32.2265625,-101.5625,-8.30078125,3.90625
366677,366677.1366660667,1701916828.0,-12.6953125,-39.0625,-114.2578125,-9.765625,67.3828125
366677,366677.14022603334,1701916828.0,-6.34765625,-43.9453125,-119.140625,1.953125,60.546875
366677,366677.14378600003,1701916828.0,-6.8359375,-15.625,-102.5390625,11.23046875,14.6484375
366677,366677.14734596666,1701916828.0,-6.8359375,-8.7890625,-92.7734375,2.44140625,96.19140625
366677,366677.15090593335,1701916828.0,0.0,-26.3671875,-106.93359375,-2.44140625,174.8046875
366677,366677.15446590004,1701916828.0,-1.46484375,-22.4609375,-114.74609375,0.48828125,72.75390625
366677,366677.15802586667,1701916828.0,-19.53125,-20.5078125,-118.65234375,-6.8359375,-79.58984375
366677,366677.16158583335,1701916828.0,-30.76171875,-25.390625,-129.39453125,-13.18359375,-39.55078125
366677,366677.1651458,1701916828.0,-22.94921875,-6.8359375,-137.20703125,-8.7890625,-7.8125
366677,366677.1687057667,1701916828.0,-18.06640625,15.13671875,-138.18359375,-14.16015625,-159.66796875
366677,366677.1722657333,1701916828.0,-25.87890625,35.15625,-139.6484375,-20.01953125,-58.59375
366677,366677.1758257,1701916828.0,-47.36328125,39.55078125,-154.296875,-26.85546875,125.9765625
366677,366677.17752754164,1701916828.0,-44.921875,43.9453125,-156.73828125,-35.15625,104.4921875
366677,366677.17922938336,1701916828.0,-29.78515625,62.01171875,-127.44140625,-27.83203125,-0.48828125
366677,366677.180931225,1701916828.0,-35.15625,68.84765625,-124.0234375,-30.76171875,-58.10546875
366677,366677.18263306667,1701916828.0,-47.36328125,77.1484375,-135.25390625,-33.203125,166.50390625
366677,366677.1843349083,1701916828.0,-36.1328125,85.44921875,-136.71875,-34.66796875,259.765625
366677,366677.18603675,1701916828.0,-19.04296875,96.19140625,-142.08984375,-46.38671875,35.64453125
366677,366677.1877385917,1701916828.0,-17.08984375,96.6796875,-133.30078125,-38.0859375,132.8125
366677,366677.18944043334,1701916828.0,-22.94921875,87.40234375,-132.8125,-35.15625,141.11328125
366677,366677.191142275,1701916828.0,-33.69140625,63.96484375,-145.99609375,-49.31640625,-52.734375
366677,366677.1928441167,1701916828.0,-33.203125,51.7578125,-147.4609375,-51.7578125,-185.546875
366677,366677.19454595837,1701916828.0,-41.9921875,56.640625,-148.4375,-47.36328125,-53.22265625
366677,366677.1962478,1701916828.0,-60.546875,41.50390625,-158.203125,-49.31640625,81.0546875
366677,366677.2006622167,1701916828.0,-63.4765625,12.6953125,-156.25,-48.828125,-44.921875
366677,366677.20507663337,1701916828.0,-56.640625,7.32421875,-148.4375,-34.1796875,-107.91015625
366677,366677.20949105,1701916828.0,-53.7109375,5.37109375,-161.62109375,-31.25,-78.61328125
366677,366677.21390546666,1701916828.0,-68.359375,1.953125,-166.015625,-41.9921875,-57.12890625
366677,366677.21831988334,1701916828.0,-82.51953125,-2.9296875,-150.87890625,-56.15234375,-74.21875
366677,366677.2227343,1701916828.0,-74.70703125,-8.30078125,-144.04296875,-62.98828125,-133.30078125
366677,366677.2271487167,1701916828.0,-72.265625,7.8125,-166.50390625,-59.08203125,63.96484375
366677,366677.23156313336,1701916828.0,-85.44921875,-5.37109375,-186.03515625,-65.4296875,447.265625
366677,366677.23597755004,1701916828.0,-118.65234375,-28.80859375,-196.2890625,-97.16796875,149.4140625
366677,366677.24039196665,1701916828.0,-123.53515625,0.0,-195.80078125,-115.234375,-166.50390625
366677,366677.2448063833,1701916828.0,-99.609375,18.5546875,-183.59375,-104.98046875,-20.5078125
366677,366677.2492208,1701916828.0,-84.9609375,0.0,-177.24609375,-91.30859375,53.7109375
366677,366677.25335086667,1701916828.0,-94.7265625,-20.01953125,-175.29296875,-98.14453125,-91.30859375
366677,366677.25748093333,1701916828.0,-106.93359375,-32.71484375,-187.98828125,-107.91015625,-224.12109375
366677,366677.261611,1701916828.0,-101.07421875,-47.36328125,-187.01171875,-105.46875,-125.0
366677,366677.26574106666,1701916828.0,-97.16796875,-46.875,-174.8046875,-98.6328125,-115.234375
366677,366677.2698711333,1701916828.0,-118.65234375,-48.828125,-181.15234375,-107.91015625,-171.875
366677,366677.2740012,1701916828.0,-136.71875,-54.6875,-189.453125,-121.09375,-80.078125
366677,366677.2781312667,1701916828.0,-137.20703125,-26.85546875,-181.640625,-124.51171875,143.06640625
366677,366677.28226133337,1701916828.0,-143.06640625,0.9765625,-188.4765625,-135.7421875,140.625
