epoch,lsl_ts,unix_ts,TP9,AF7,AF8,TP10,AUX
366896,366896.0534036417,1701917047.0,-29.78515625,-25.87890625,-71.2890625,-55.6640625,19.53125
366896,366896.0570351833,1701917047.0,-34.66796875,-22.4609375,-70.3125,-36.1328125,154.296875
366896,366896.060666725,1701917047.0,-24.90234375,-29.78515625,-75.68359375,-30.76171875,-144.04296875
366896,366896.06429826666,1701917047.0,-16.6015625,-36.1328125,-74.21875,-50.78125,-278.3203125
366896,366896.06792980834,1701917047.0,-20.99609375,-31.25,-63.96484375,-44.43359375,-131.34765625
366896,366896.07156135,1701917047.0,-24.4140625,-27.83203125,-56.15234375,-45.41015625,-110.83984375
366896,366896.07519289164,1701917047.0,-21.97265625,-27.83203125,-62.5,-53.7109375,-175.29296875
366896,366896.0788244333,1701917047.0,-20.5078125,-28.80859375,-68.359375,-40.0390625,-166.9921875
366896,366896.082455975,1701917047.0,-16.11328125,-31.25,-69.3359375,-29.78515625,136.71875
366896,366896.0860875166,1701917047.0,-25.390625,-34.66796875,-64.94140625,-30.2734375,32.2265625
366896,366896.0897190583,1701917047.0,-29.296875,-31.73828125,-51.7578125,-29.296875,-343.26171875
366896,366896.0933506,1701917047.0,-17.08984375,-27.83203125,-50.29296875,-28.80859375,-189.94140625
366896,366896.097262075,1701917047.0,-23.92578125,-38.57421875,-54.6875,-41.50390625,-99.12109375
366896,366896.10117355,1701917047.0,-30.2734375,-48.33984375,-50.29296875,-49.8046875,-299.31640625
366896,366896.10508502496,1701917047.0,-23.4375,-46.38671875,-43.9453125,-46.875,-312.01171875
366896,366896.10899649997,1701917047.0,-15.13671875,-52.24609375,-38.57421875,-42.96875,-79.58984375
366896,366896.112907975,1701917047.0,-19.53125,-58.10546875,-28.3203125,-49.31640625,-11.71875
366896,366896.11681945,1701917047.0,-26.85546875,-56.640625,-35.64453125,-38.0859375,-78.125
366896,366896.120730925,1701917047.0,-23.92578125,-52.734375,-57.6171875,-26.85546875,-41.015625
366896,366896.1246424,1701917047.0,-13.671875,-50.78125,-63.4765625,-25.390625,166.50390625
366896,366896.128553875,1701917047.0,-23.92578125,-61.5234375,-58.10546875,-37.59765625,399.4140625
366896,366896.13246535,1701917047.0,-33.69140625,-63.96484375,-50.78125,-55.6640625,96.6796875
366896,366896.136376825,1701917047.0,-22.94921875,-45.8984375,-41.015625,-47.8515625,-155.76171875
366896,366896.1402883,1701917047.0,-13.18359375,-34.1796875,-37.109375,-57.6171875,-143.5546875
366896,366896.14316559164,1701917047.0,1.953125,-31.25,-38.57421875,-66.40625,-133.30078125
366896,366896.14604288334,1701917047.0,2.9296875,-27.83203125,-34.66796875,-45.8984375,-203.125
366896,366896.148920175,1701917047.0,-17.08984375,-30.76171875,-42.48046875,-46.38671875,-109.375
366896,366896.1517974667,1701917047.0,-26.85546875,-37.59765625,-56.640625,-54.19921875,60.05859375
366896,366896.1546747583,1701917047.0,-12.6953125,-37.59765625,-51.7578125,-37.59765625,-49.8046875
366896,366896.15755204996,1701917047.0,-8.7890625,-35.64453125,-35.15625,-26.3671875,-195.3125
366896,366896.16042934166,1701917047.0,-12.20703125,-35.15625,-24.90234375,-30.76171875,-96.6796875
366896,366896.1633066333,1701917047.0,-10.7421875,-37.109375,-26.3671875,-36.1328125,198.73046875
366896,366896.166183925,1701917047.0,-3.90625,-41.015625,-22.4609375,-44.921875,5.37109375
366896,366896.16906121664,1701917047.0,-6.8359375,-38.57421875,-21.97265625,-45.8984375,-271.97265625
366896,366896.17193850834,1701917047.0,-12.20703125,-39.0625,-37.59765625,-36.1328125,36.62109375
366896,366896.1748158,1701917047.0,-9.27734375,-43.9453125,-44.43359375,-40.0390625,126.953125
366896,366896.1799014583,1701917047.0,-0.9765625,-34.1796875,-39.55078125,-49.8046875,-94.7265625
366896,366896.18498711666,1701917047.0,-3.41796875,-31.25,-33.203125,-42.96875,-60.05859375
366896,366896.190072775,1701917047.0,-7.8125,-42.48046875,-33.203125,-38.0859375,67.87109375
366896,366896.19515843334,1701917047.0,-7.8125,-43.9453125,-32.71484375,-52.24609375,-49.31640625
366896,366896.2002440917,1701917047.0,-4.8828125,-40.0390625,-29.296875,-47.36328125,-159.66796875
366896,366896.20532974997,1701917047.0,5.859375,-43.9453125,-26.85546875,-32.71484375,-101.5625
