id,lsl_ts,unix_ts,TP9,AF7,AF8,TP10,AUX
1,4592.918454282864,1706553349.0,246.09375,283.69140625,-2.44140625,296.38671875,105.95703125
2,4592.92091523234,1706553349.0,232.91015625,274.4140625,2.44140625,212.890625,45.41015625
3,4592.923376181816,1706553349.0,230.95703125,251.46484375,-12.6953125,181.640625,-67.87109375
4,4592.925837131292,1706553349.0,239.74609375,237.79296875,-56.15234375,273.4375,-11.23046875
5,4592.9282980807675,1706553349.0,224.609375,206.0546875,-76.171875,279.78515625,31.25
6,4592.930759030243,1706553349.0,195.80078125,185.05859375,-77.1484375,191.89453125,57.6171875
7,4592.933219979719,1706553349.0,179.19921875,198.73046875,-73.73046875,135.7421875,170.8984375
8,4592.935680929195,1706553349.0,180.6640625,199.70703125,-65.91796875,192.87109375,86.42578125
9,4592.978886716795,1706553349.0,186.03515625,170.8984375,-59.5703125,249.0234375,-46.875
10,4592.982621264948,1706553349.0,167.48046875,150.87890625,-55.17578125,198.2421875,-59.5703125
11,4592.9863558131,1706553349.0,145.5078125,143.5546875,-55.6640625,120.1171875,286.1328125
12,4592.990090361252,1706553349.0,138.18359375,130.859375,-57.6171875,142.578125,386.23046875
13,4592.993824909405,1706553349.0,139.16015625,134.765625,-52.734375,210.9375,38.57421875
14,4592.997559457557,1706553349.0,120.60546875,122.55859375,-55.6640625,192.3828125,111.81640625
15,4593.0012940057095,1706553349.0,102.5390625,97.65625,-67.3828125,76.171875,61.5234375
16,4593.005028553862,1706553349.0,95.703125,77.63671875,-78.61328125,46.38671875,-77.1484375
17,4593.008763102014,1706553349.0,80.56640625,83.0078125,-86.42578125,115.72265625,-132.8125
18,4593.012497650167,1706553349.0,72.75390625,86.9140625,-85.9375,133.30078125,44.43359375
19,4593.016232198319,1706553349.0,69.82421875,68.359375,-90.33203125,61.03515625,323.2421875
20,4593.019966746471,1706553349.0,64.94140625,48.33984375,-95.21484375,2.44140625,157.2265625
21,4593.023701294624,1706553349.0,75.1953125,47.36328125,-97.65625,68.84765625,-40.52734375
22,4593.027435842776,1706553349.0,81.54296875,49.8046875,-85.9375,129.39453125,44.43359375
23,4593.031170390928,1706553349.0,58.59375,23.4375,-76.66015625,64.94140625,237.79296875
24,4593.034904939081,1706553349.0,31.25,29.78515625,-82.03125,-20.5078125,142.578125
25,4593.038639487233,1706553349.0,33.203125,55.6640625,-69.3359375,54.19921875,14.6484375
26,4593.042374035385,1706553349.0,32.71484375,60.546875,-54.19921875,134.27734375,125.48828125
27,4593.046108583538,1706553349.0,1.953125,42.48046875,-62.5,78.125,153.80859375
28,4593.04984313169,1706553349.0,-2.44140625,20.99609375,-68.359375,-12.20703125,-110.83984375
29,4593.054683277097,1706553349.0,20.01953125,41.9921875,-63.96484375,26.3671875,-205.078125
30,4593.0584585165,1706553349.0,25.87890625,46.875,-57.6171875,117.67578125,-30.76171875
31,4593.0622337559025,1706553349.0,19.04296875,21.484375,-59.5703125,95.703125,85.9375
32,4593.066008995305,1706553349.0,17.08984375,25.87890625,-62.01171875,-0.9765625,17.578125
33,4593.069784234708,1706553349.0,30.2734375,45.8984375,-47.8515625,-14.16015625,-32.71484375
34,4593.073559474111,1706553349.0,53.22265625,45.41015625,-34.1796875,88.8671875,226.5625
35,4593.077334713514,1706553349.0,44.921875,25.390625,-39.0625,113.76953125,258.30078125
36,4593.081109952916,1706553349.0,32.71484375,27.34375,-46.875,22.4609375,-41.50390625
37,4593.084885192319,1706553349.0,33.69140625,23.92578125,-43.45703125,-25.390625,-39.0625
38,4593.088660431722,1706553349.0,36.1328125,9.27734375,-36.1328125,53.22265625,-4.8828125
39,4593.092435671125,1706553349.0,34.1796875,17.08984375,-36.1328125,108.3984375,79.1015625
40,4593.096210910528,1706553349.0,15.625,6.8359375,-40.52734375,33.203125,-0.48828125
41,4593.09998614993,1706553349.0,13.18359375,23.4375,-37.59765625,-50.78125,-48.33984375
42,4593.103761389333,1706553349.0,25.87890625,22.4609375,-38.0859375,5.37109375,135.25390625
43,4593.107536628736,1706553349.0,27.83203125,2.44140625,-45.41015625,75.68359375,80.078125
44,4593.111311868139,1706553349.0,1.46484375,8.30078125,-47.36328125,34.1796875,-41.50390625
45,4593.1150871075415,1706553349.0,-4.8828125,19.53125,-43.9453125,-51.7578125,-13.671875
46,4593.118862346944,1706553349.0,15.625,18.06640625,-39.55078125,-18.5546875,262.20703125
47,4593.122637586347,1706553349.0,15.625,10.25390625,-41.50390625,52.24609375,174.31640625
48,4593.12641282575,1706553349.0,7.8125,-10.7421875,-46.875,33.203125,-171.38671875
49,4593.145887937905,1706553349.0,15.13671875,-11.23046875,-50.29296875,-35.15625,-205.078125
50,4593.1508865591,1706553349.0,11.23046875,-7.8125,-57.6171875,-63.96484375,-127.44140625
51,4593.155885180296,1706553349.0,4.8828125,-5.37109375,-60.05859375,7.8125,-114.2578125
52,4593.160883801491,1706553349.0,-9.765625,1.953125,-66.40625,38.57421875,-124.51171875
53,4593.165882422686,1706553349.0,-26.3671875,-14.16015625,-66.40625,-32.71484375,-44.921875
54,4593.170881043881,1706553349.0,-20.01953125,-8.30078125,-59.5703125,-85.9375,-133.7890625
55,4593.1758796650765,1706553349.0,-20.5078125,-18.06640625,-73.73046875,-18.5546875,-153.80859375
56,4593.180878286272,1706553349.0,-32.2265625,-53.22265625,-91.796875,38.0859375,-27.34375
57,4593.185876907467,1706553349.0,-44.43359375,-31.25,-91.796875,-11.23046875,223.14453125
