id,lsl_ts,unix_ts,TP9,AF7,AF8,TP10,AUX
7317,853528.5475648985,1705745249.0,11.23046875,-608.88671875,-218.26171875,-20.99609375,19.04296875
7318,853528.5512285267,1705745249.0,-8.7890625,-409.66796875,-219.7265625,-32.71484375,-343.26171875
7319,853528.554892155,1705745249.0,-2.44140625,-734.86328125,-294.43359375,-16.6015625,-166.9921875
7320,853528.5585557832,1705745249.0,13.671875,-775.87890625,-262.20703125,-10.7421875,-54.19921875
7321,853528.5622194115,1705745249.0,25.87890625,-434.08203125,-213.8671875,-4.39453125,-175.29296875
7322,853528.5658830397,1705745249.0,24.4140625,-706.0546875,-321.2890625,8.30078125,-116.69921875
7323,853528.569546668,1705745249.0,-7.8125,-960.9375,-367.67578125,-19.04296875,-155.76171875
7324,853528.5732102962,1705745249.0,-8.7890625,-705.56640625,-240.72265625,-42.96875,-275.87890625
7325,853528.5849041812,1705745249.0,20.99609375,-548.33984375,-250.9765625,-16.6015625,-218.26171875
7326,853528.589455745,1705745249.0,13.18359375,-858.88671875,-323.2421875,1.46484375,-196.77734375
7327,853528.5940073087,1705745249.0,-16.11328125,-994.62890625,-472.65625,-9.765625,157.2265625
7328,853528.5985588725,1705745249.0,-17.578125,-1000.0,-570.3125,-13.671875,525.390625
7329,853528.6031104362,1705745249.0,21.97265625,-739.74609375,-265.13671875,-10.7421875,93.75
7330,853528.607662,1705745249.0,20.5078125,-522.4609375,-247.55859375,-12.6953125,-226.07421875
7331,853528.6122135638,1705745249.0,-6.8359375,-794.921875,-351.07421875,-22.4609375,-99.609375
7332,853528.6167651275,1705745249.0,-5.37109375,-549.31640625,-191.89453125,-37.109375,-32.2265625
7333,853528.6213166913,1705745250.0,8.30078125,-211.42578125,-146.97265625,-41.50390625,-69.82421875
7334,853528.625868255,1705745250.0,1.953125,-615.234375,-357.421875,-41.015625,-234.375
7335,853528.6304198188,1705745250.0,-1.953125,-826.171875,-383.30078125,-30.76171875,-275.390625
7336,853528.6349713826,1705745250.0,2.44140625,-648.92578125,-268.06640625,-21.484375,-176.7578125
7337,853528.6395229463,1705745250.0,-0.9765625,-694.82421875,-264.6484375,-28.80859375,-157.71484375
7338,853528.6440745101,1705745250.0,16.6015625,-844.7265625,-450.68359375,-17.578125,42.96875
7339,853528.6486260738,1705745250.0,8.30078125,-939.94140625,-510.7421875,-19.53125,304.19921875
7340,853528.6531776376,1705745250.0,-5.37109375,-529.78515625,-226.07421875,-28.3203125,126.46484375
7341,853528.6577292014,1705745250.0,0.9765625,-271.97265625,-181.640625,-32.71484375,-119.140625
7342,853528.6622807651,1705745250.0,13.18359375,-651.85546875,-413.0859375,-31.73828125,-38.0859375
7343,853528.6668323289,1705745250.0,23.92578125,-989.2578125,-528.80859375,-24.4140625,137.6953125
7344,853528.6713838927,1705745250.0,21.484375,-462.890625,-179.19921875,-19.04296875,67.3828125
7345,853528.6677215382,1705745250.0,31.73828125,-185.546875,-188.4765625,-1.953125,16.6015625
7346,853528.6714029259,1705745250.0,18.06640625,-561.03515625,-303.22265625,-30.76171875,-5.37109375
7347,853528.6750843135,1705745250.0,-15.625,-546.875,-254.39453125,-69.3359375,-25.87890625
7348,853528.6787657011,1705745250.0,-39.0625,-304.19921875,-230.95703125,-68.84765625,-84.9609375
7349,853528.6824470888,1705745250.0,-55.6640625,-397.4609375,-302.734375,-69.82421875,-110.3515625
7350,853528.6861284764,1705745250.0,-29.296875,-763.671875,-401.3671875,-60.546875,54.19921875
7351,853528.689809864,1705745250.0,1.953125,-856.4453125,-343.26171875,-41.50390625,112.3046875
7352,853528.6934912517,1705745250.0,-7.8125,-787.59765625,-329.1015625,-38.57421875,24.90234375
7353,853528.6971726393,1705745250.0,-15.625,-796.875,-300.29296875,-40.0390625,-26.3671875
7354,853528.700854027,1705745250.0,7.8125,-925.78125,-514.6484375,-14.6484375,213.8671875
7355,853528.7045354146,1705745250.0,18.06640625,-958.984375,-566.89453125,-2.44140625,480.46875
7356,853528.7082168022,1705745250.0,5.37109375,-624.0234375,-282.71484375,-15.625,-45.41015625
7357,853528.7118981899,1705745250.0,-20.01953125,-819.3359375,-512.20703125,-27.83203125,-750.0
7358,853528.7155795775,1705745250.0,-29.296875,-978.515625,-551.26953125,-38.57421875,-825.68359375
7359,853528.7192609651,1705745250.0,-7.32421875,-836.42578125,-419.921875,-35.64453125,-770.01953125
